responsable,estado,escuela,nivel,cct,colonia,alcaldia,trabajos_finales,trabajos_solicitados,modalidad,avance
DGCOP,CONTRATADO,PROFR. VICTORIANO GONZÁLEZ GARZON,PRIMARIA,09DPR3082I,EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,"- REAHBILITACIÓN DE MURO PERIMETRAL
- CONSTRUCCIÓN DE CUBIERTA DE PATIO
- REHABILITACIÓN DE ESCALERAS DE EMERGENCIA
- OTROS (FALTA COLOCAR LAS PLACAS DE IDENTIDAD DE LA ESCUELA Y DEL PROGRAMA)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-CUBIERTA EN PATIO
-MURO PERIMETRAL
-ESCALERAS DE EMERGENCIA
-CANCELERIA Y HERRERIA",PRESENCIAL,100.00%
DGCOP,CONTRATADO,JOSÉ MA. LUIS MORA,SECUNDARIA,09DES0128M,EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- IMPERMEABILIZACIÓN
- OTROS (FALTA COLOCAR LAS PLACAS DE IDENTIDAD DE LA ESCUELA Y DEL PROGRAMA)
- POSTE
- BURLADERO
- PINTURA EN FACHADA
- AULA DIGITAL","-REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
-REHABILITACIÓN DE NÚCLEOS SANITARIOS
-IMPERMEABILIZACIÓN",PRESENCIAL,100.00%
DGCOP,CONTRATADO,REPÚBLICA ARABE UNIDA,PRIMARIA,09DPR2708N,EL ARENAL 1A SECCION,VENUSTIANO CARRANZA,"- IMPERMEABILIZACIÓN
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- OTROS (FALTA COLOCAR LAS PLACAS DE IDENTIDAD DE LA ESCUELA Y DEL PROGRAMA)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACION DE PISOS, ANDADORES O PATIOS
-OTROS(DUELA EN SALON DE DANZA)
-REHABILITACION DE MURO PERIMETRAL
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE NUCLEOS SANITARIOS",PRESENCIAL,100.00%
DGCOP,CONTRATADO,PROFR. ELISEO BANDALA FERNANDEZ,PRIMARIA,09DPR2802S,CUCHILLA PANTITLAN,VENUSTIANO CARRANZA,"- OTROS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-OTROS(LAMINA DE  AULAS)
-IMPERMEABILIZACION
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE PISOS, ANDADORES O PATIOS",PRESENCIAL,69.44%
DGCOP,CONTRATADO,ITZEL LUCERO,PREESCOLAR,09DJN1036T,EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,"- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- IMPERMEABILIZACIÓN
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- PINTURA EN EDIFICIOS Y/O AULAS
- OTROS (FALTA COLOCAR LAS PLACAS DE IDENTIDAD DE LA ESCUELA Y DEL PROGRAMA)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACCIÓN DE INSTALACIONES ELECTRICAS
-IMPERMEABILIZACIÓN
-OTROS (BOMBAS CISTERNA)
-OTROS (DRENAJE)
-OTROS (BODEGA)
-OTROS (SALITRE EN MUROS)",EN LINEA,82.03%
DGCOP,CONTRATADO,MACHTITEOPAN,PRIMARIA,09DPR0851N,EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,"- REAHBILITACIÓN DE MURO PERIMETRAL
- CONSTRUCCIÓN DE CUBIERTA DE PATIO
- REHABILITACIÓN DE ESCALERAS DE EMERGENCIA
- OTROS (FALTA COLOCAR LAS PLACAS DE IDENTIDAD DE LA ESCUELA Y DEL PROGRAMA)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-CONSTRUCCIÓN Y REHABILITACIÓN DE ESCALERAS
-CONSTRUCCIÓN DE CUBIERTA EN PATIO
-REHABILITACIÓN DE MURO PERIMETRAL",EN LINEA,78.13%
DGCOP,CONTRATADO,COCONENCALLI,PRIMARIA,09DPR2276P,EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,"- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- IMPERMEABILIZACIÓN
- PINTURA EN EDIFICIOS Y/O AULAS
- OTROS (FALTA COLOCAR LAS PLACAS DE IDENTIDAD DE LA ESCUELA Y DEL PROGRAMA)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACIÓN DE INSTALACIONES ELECTRICAS
-IMPERMEABILIZACIÓN
-PINTURA EN EDIFICIOS Y AULAS",PRESENCIAL,83.42%
DGCOP,CONTRATADO,JUAN CRISOSTOMO BONILLA,PRIMARIA,09DPR1069A,PUEBLA,VENUSTIANO CARRANZA,"- IMPERMEABILIZACIÓN
- CONSTRUCCIÓN DE CUBIERTA DE PATIO
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- OTROS (FALTA COLOCAR LAS PLACAS DE IDENTIDAD DE LA ESCUELA Y DEL PROGRAMA)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-CONSTRUCCIÓN DE CUBIERTA EN PATIO
-REHABILITACIÓN DE PISOS EN ANDADORES O PATIOS
-IMPERMEABILIZACIÓN",PRESENCIAL,82.48%
DGCOP,CONTRATADO,PRESIDENTE VICENTE ROCAFUERTE,PRIMARIA,09DPR0122Z,EL ARENAL 2A SECCION,VENUSTIANO CARRANZA,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REAHBILITACIÓN DE MURO PERIMETRAL
- IMPERMEABILIZACIÓN
- PINTURA EN EDIFICIOS Y/O AULAS
- OTROS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACIÓN DE NÚCLEOS SANITARIOS
-REHABILITACIÓN DE MURO PERIMETRAL
-PINTURA EN EDIFICIOS
-CONSTRUCCIÓN DE CUBIERTA EN PATIO (ARCOTECHO)",PRESENCIAL,70.94%
DGCOP,CONTRATADO,CUICACALLI,PREESCOLAR,09DJN1222O,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REAHBILITACIÓN DE MURO PERIMETRAL
- IMPERMEABILIZACIÓN
- CONSTRUCCIÓN DE CUBIERTA DE PATIO
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- REPARACIÓN DE PISOS CERÁMICOS
- PINTURA EN EDIFICIOS Y/O AULAS
- OTROS (DEMOLICIÓN DE MURO Y LAVADEROS Y COLOCACIÓN DE PORTÓN)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-CONSTRUCCIÓN SALIDA DE EMERGENCIA
-CONSTRUCCIÓN DE CUBIERTA EN PATIO
-REHABILITACIÓN DE MURO PERIMETRAL
-REHABILITACIÓN DE NÚCLEOS SANITARIOS
-REHABILITACIÓN DE INSTALACIÓN HIDROSANITARIA
-CONSTRUCCIÓN DE REHABILITACIÓN DE ESCALERAS DE EMERGENCIA",PRESENCIAL,69.00%
DGCOP,CONTRATADO,TLAMACHIHUAPAN,PRIMARIA,09DPR2563I,SANTA CRUZ ACALPIXCA (PBLO),XOCHIMILCO,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REPARACIÓN DE PISOS CERÁMICOS
- CONSTRUCCIÓN DE AULAS DE USOS MULTIPLES
- OTROS (DEMOLICIÓN DE MURO, DESMANTELAMIENTO DE CONSTRUCCIÓN DE LÁMINA, REUBICACIÓN DE BOMBA Y COLOCACIÓN DE PORTÓN) 
- POSTE
- BURLADERO
- PINTURA EN FACHADA","- OTROS (DEMOLICIÓN DE CONSERGERÍA)
- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- IMPERMEABILIZACIÓN
- CONSTRUCCIÓN DE AULAS DE USOS MULTIPLES
- REPARACIÓN DE PISOS CERÁMICOS
- CONSTRUCCIÓN DE CUBIERTA DE PATIO",PRESENCIAL,28.27%
DGCOP,CONTRATADO,DR. ALFONSO PRUNEDA,SECUNDARIA,09DES0031A,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,- CONSTRUCCIÓN DE CUBIERTA DE PATIO,"-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES ELECTRICAS
-IMPERMEABILIZACION
-OTROS (BEBEDEROS)",PRESENCIAL,32.26%
DGCOP,CONTRATADO,INDEPENDENCIA ECONOMICA DE MEXICO,PRIMARIA,09DPR2069H,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,"- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- REAHBILITACIÓN DE MURO PERIMETRAL
- CONSTRUCCIÓN DE CUBIERTA DE PATIO
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- REPARACIÓN DE PISOS CERÁMICOS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","- REAHBILITACIÓN DE MURO PERIMETRAL
- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- REPARACIÓN DE PISOS CERÁMICOS
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS",PRESENCIAL,63.68%
DGCOP,CONTRATADO,CUAILAMA,PREESCOLAR,09DJN0643Q,SANTA CRUZ ACALPIXCA (PBLO),XOCHIMILCO,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- REAHBILITACIÓN DE MURO PERIMETRAL
- REHABILITACIÓN DE CUBIERTA DE PATIO
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- REPARACIÓN DE PISOS CERÁMICOS
- OTROS (ÁREA DE JUEGOS)
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REHABILITACION DE MURO PERIMETRAL
-OTROS (SANITARIOS PARA DOCENTES)
-CONSTRUCCION DE AULAS DE USOS MULTIPLES",PRESENCIAL,33.49%
DGCOP,CONTRATADO,CUAHILAMA,PRIMARIA,09DPR2044Z,SANTA CRUZ ACALPIXCA (PBLO),XOCHIMILCO,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REAHBILITACIÓN DE MURO PERIMETRAL
- REPARACIÓN DE PISOS CERÁMICOS
- CONSTRUCCIÓN DE AULAS DE USOS MULTIPLES
- POSTE
- BURLADERO","-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REHABILITACION DE MURO PERIMETRAL
-OTRO (CONSTRUCCION DE SANITARIOS PARA DOCENTES)
-CONSTRUCCION DE AULAS DE USOS MULTIPLES",PRESENCIAL,91.53%
DGCOP,CONTRATADO,COCOXOCHITL,PREESCOLAR,09DJN0653X,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- CONSTRUCCIÓN DE CUBIERTA DE PATIO
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- REPARACIÓN DE PISOS CERÁMICOS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-CONSTRUCCIÓN DE CUBIERTA EN PATIO
-REPARACIÓN DE PISOS CERAMICOS
-CONSTRUCCIÓN DE RAMPAS PARA DISCAPACITADOS
-REHABILITACIÓN DE NÚLEOS SANITARIOS
REHABILITACIÓN DE INSTALACIÓNES ELECTRICAS
-REHABILITACIÓN DE CANCELERIA Y HERRERIA",EN LINEA,99.02%
DGCOP,CONTRATADO,ESCUELA SECUNDARIA DIURNA OCELOTL,SECUNDARIA,09DES0290O,SANTA CRUZ ACALPIXCA (PBLO),XOCHIMILCO,"- IMPERMEABILIZACIÓN
- CONSTRUCCIÓN DE CUBIERTA DE PATIO
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-CONSTRUCCION DE AULAS DE USOS MULTIPLES
-IMPERMEABILIZACION",PRESENCIAL,99.18%
DGCOP,CONTRATADO,ESCUELA SECUNDARIA DIURNA JUAN ÁLVAREZ,SECUNDARIA,09DES0338R,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,"- REAHBILITACIÓN DE MURO PERIMETRAL
- REPARACIÓN DE PISOS CERÁMICOS
- CONSTRUCCIÓN DE AULAS DE USOS MULTIPLES
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-CONSTRUCCION DE AULAS DE USOS MULTIPLES
-OTROS(ADECUACION DE ESPACIOS DE AULAS)
-REHABILITACION DE MURO PERIMETRAL
-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-PINTURA EN EDIFICIOS Y/ O AULAS 
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS",PRESENCIAL,91.13%
DGCOP,CONTRATADO,ING. MIGUEL BERNARD,PRIMARIA,09DPR2059A,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REPARACIÓN DE PISOS CERÁMICOS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-PINTURA EN EDIFICIOS Y/ O AULAS 
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE NUCLEOS SANITARIOS
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REPARACION DE PISOS CERAMICOS
-REHABILITACION DE PISOS, ANDADORES O PATIOS",PRESENCIAL,99.03%
DGCOP,CONTRATADO,ITZCALLI,PREESCOLAR,09DJN0400U,MIGUEL HIDALGO,TLALPAN,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- IMPERMEABILIZACIÓN
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- PINTURA EN EDIFICIOS Y/O AULAS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REHABILITACION DE NUCLEOS SANITARIOS 
-CONSTRUCCION O REHABILITACION DE CUBIERTAS EN PATIO
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REPARACION DE PISOS CERAMICOS",PRESENCIAL,95.10%
DGCOP,CONTRATADO,MIGUEL RAMÍREZ CASTAÑEDA,PRIMARIA,09DPR2010I,MIGUEL HIDALGO,TLALPAN,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- PINTURA EN EDIFICIOS Y/O AULAS
- REHABILITACIÓN DE ESCALERAS DE EMERGENCIA
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-IMPERMEABILIZACION
-OTROS (BASE DE TINACOS)
-OTROS (MARQUESINAS)
-CONSTRUCCION O REHABILITACION DE ESCALERAS DE EMERGENCIA 
-REPARACION DE PISOS CERAMICOS 
-REHABILITACION DE CANCELERIA Y HERRERIA",PRESENCIAL,94.10%
DGCOP,CONTRATADO,PROFR. EFREN NUÑEZ MATA,PRIMARIA,09DPR3027P,MIGUEL HIDALGO,TLALPAN,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- PINTURA EN EDIFICIOS Y/O AULAS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-OTROS (REPARACION DE HUMEDAD EN MURO)
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-CONSTRUCCION O REHABILITACION DE CUBIERTAS EN PATIO",PRESENCIAL,97.10%
DGCOP,CONTRATADO,TELESECUNDARIA NÙMERO 101,SECUNDARIA,09DTV0101L,MIGUEL HIDALGO,TLALPAN,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- IMPERMEABILIZACIÓN
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REHABILITACIÓN DE CANCELERÍA Y HERRERÍA
- REPARACIÓN DE PISOS CERÁMICOS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACION DE CANCELERIA Y HERRERIA
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE MURO PERIMETRAL
-OTROS(PROTECCON DE COLUMNAS)
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES ELECTRICAS",PRESENCIAL,97.10%
DGCOP,CONTRATADO,"YURI A, GAGARÍN",SECUNDARIA,09DES0173Z,MIGUEL HIDALGO PRIMERA SECCIÓN,TLALPAN,"- REHABILITACIÓN DE NÚCLEOS SANITARIOS
- REHABILITACIÓN DE INSTALACIONES HIDROSANITARIAS
- REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS
- REHABILITACIÓN DE PISOS, ANDADORES O PATIOS
- REPARACIÓN DE PISOS CERÁMICOS
- PINTURA EN EDIFICIOS Y/O AULAS
- POSTE
- BURLADERO
- PINTURA EN FACHADA","-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES ELECTRICAS
-OTROS (TECHO EN EDIFICIO Y BEBEDEROS)
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-OTROS (MANTENIMIENTO EN MURO)
-OTROS (CASETA EN BARDA)",PRESENCIAL,98.10%
DGCOP,CONTRATADO,ESCUELA PRIMARIA MARTIRES DE TACUBAYA,PRIMARIA,09DPR2944Q,SAN MIGUEL CHAPULTEPEC I,MIGUEL HIDALGO,,,PRESENCIAL,#N/A
ILIFE,CONTRATADO,ADOLFO RUIZ CORTINES,PRIMARIA,09DPR1842M,BARRIO NORTE,ALVARO OBREGON,"INST. ELECTRICA, IMPERMEABILIZACION",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MATILDE ACOSTA,PRIMARIA,09DPR2220N,LOMAS DE PLATEROS (U HAB) I,ALVARO OBREGON,"IMPERMEABILIZACION, CUBIERTA, IMAGEN URBANA, INST ELECTRICA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PROFR ADOLFO VELASQUEZ VILCHES,PRIMARIA,09DPR2299Z,LA CONCHITA,ALVARO OBREGON,"CUBIERTA, REHAB BARDA PERIMETRAL, IMPERMEABILIZACION, CANCELERIA, REHAB NUCLEOS SANITARIOS, INST ELECTRICA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JOSÉ AGUSTIN RAMIREZ ALTAMIRANO,PRIMARIA,09DPR1832F,SANTA FE (U HAB),ALVARO OBREGON,"CUBIERTA, CANCELERIA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,REPÚBLICA DOMINICANA,PRIMARIA,09DPR2331S,MORELOS I,CUAUHTEMOC,"IMPERMEABILIZACION, INST HIDROSANITARIA, CUEBIERTA PARA ESCALERA, REHAB PLAFONES DE PASILLOS, PORTONES, FIRMES DE CONCRETO",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ESTADO DE ZACATECAS,PRIMARIA,09DPR1097X,MORELOS I,CUAUHTEMOC,"IMPERMEABILIZACION, REHAB NUCLEOS SANITARIOS, INST ELECT, MALLA CILONICA Y PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,XOCHIPILLI,PREESCOLAR,09DJN0728X,OBRERA I,CUAUHTEMOC,"PINTURA, IMPERMEABILIZACION, INTALACION HIDRAULICA E INST ELECTRICA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,RAMON LÓPEZ VELARDE,PRIMARIA,09DPR0928L,OBRERA I,CUAUHTEMOC,"BARDA PERIMETRAL, REHAB NUCLEOS SANITARIOS, MALLA CICLONICA, CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ESTADO DE DURANGO,PRIMARIA,09DPR2334P,MORELOS III,CUAUHTEMOC,"INST HIDRAULICA, PINTURA, MALLA CICLONICA, REHAB PATIO",,EN LINEA,100.00%
ILIFE,CONTRATADO,LUCIO TAPIA,PRIMARIA,09DPR2376O,MORELOS III,CUAUHTEMOC,"PINTURA, IMPERMEABILIZACION, INST ELECT, REHABILITACION PATIOS Y CANCHA",,EN LINEA,100.00%
ILIFE,CONTRATADO,PATRIA,PREESCOLAR,09DJN0360J,PORTALES III,BENITO JUAREZ,"NUCLEO SANITARIO NUEVO, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MATEANA M DE AVELEYRA,PREESCOLAR,09DJN0359U,PORTALES II,BENITO JUAREZ,"IMPERMEABILIZANTE, PUERTAS, LOSETA, CANCELERIA, LAVAMANOS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,EUGENIA LEÓN PUIG,SECUNDARIA,09DES0034Y,MIRAVALLE,BENITO JUAREZ,"IMPERMEABILIAZNTE, PROTECCIONES HERRERIA, CANCELERIA, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,LIC. EDUARDO NOVOA,PRIMARIA,09DPR1325A,PORTALES III,BENITO JUAREZ,"IMPERMEABILIZANTE, INST HIDROSANIT, CANCELERIA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,SILVESTRE REVUELTAS,PRIMARIA,09DPR1212Y,PORTALES I,BENITO JUAREZ,"CANCELERIA, IMPERMEABILIZANTE, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,REP. ESPAÑOLA,PREESCOLAR,09DJN1079R,MORELOS I,CUAUHTEMOC,"IMPERMEABEALIZANTE, LUMINARIAS, PINTURA, FIRMES",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,TELESECUNDARIA 111,SECUNDARIA,09DTV0111S,MORELOS I,CUAUHTEMOC,"LUMINARIAS, CANCELERIA, PINTURA, PUERTAS, REHAB NUCLEOS SANITARIOS",,EN LINEA,90.00%
ILIFE,CONTRATADO,LEOPOLDO RIO DE LA LOZA,PRIMARIA,09DPR2391G,MORELOS I,CUAUHTEMOC,"LOSETA, CUBIERTA, ESCALERA NUEVA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PROFR. JORGE CASAHONDA CASTILLO,ADULTOS,09DBS0034A,MORELOS I,CUAUHTEMOC,"CANCELERIA, REPELLADOS, PINTURA, IMPERMEABILIZANTE",,EN LINEA,100.00%
ILIFE,CONTRATADO,BERTHA DOMÍNGUEZ,PREESCOLAR,09DJN0705M,MORELOS III,CUAUHTEMOC,"INST ELECTRICA, LUMINARIAS, CUBIERTA, PINTURA, REHAB BAJADAS PLUVIALES",,EN LINEA,100.00%
ILIFE,CONTRATADO,DOLORES CORREA ZAPATA,PRIMARIA,09DPR2411D,MORELOS III,CUAUHTEMOC,"PINTURA, REHAB NUCLEOS SANITARIOS, IMPERMEABILIZANTE, CUBIRTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PADRE MIER,PRIMARIA,09DPR1338E,SAN RAFAEL II,CUAUHTEMOC,"REHAB NUCLEOS SANITARIOS, REPELLADOS, PINTURA, INST ELECT",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,LUIS PENICHE VALLADO,PRIMARIA,09DPR4002N,SAN MIGUEL ZAPOTITLA,TLAHUAC,"REHAB  NUCLEOS SANITARIOS, IMPERMEABILIZANTE, REPELLADOS, LOSETA, REHAB ESCALERA DE MERGENCIA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JAIME SABINES,PRIMARIA,09DPR5133M,SAN MIGUEL ZAPOTITLA,TLAHUAC,"REHAB CISTERNA, REHAB NUCLEOS SANITARIOS, LOSETA, CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JULIO DE LA FUENTE,PRIMARIA,09DPR0018N,DEL MAR SUR,TLAHUAC,"IMPERMEABILIZANTE, CANCELERIA, PINTURA, LUMINARIA EN EXTERIORES",,HIBRIDO,100.00%
ILIFE,CONTRATADO,INSURGENTES,PREESCOLAR,09DJN0488O,VILLA MILPA ALTA (PBLO),MILPA ALTA,"NUCLEO SANITARIO, TECHUMBRE, CAMBIO DE BOMBAS",,EN LINEA,100.00%
ILIFE,CONTRATADO,CULTURA AZTECA,PRIMARIA,09DPR3127O,VILLA MILPA ALTA (PBLO),MILPA ALTA,"DEMOLICION DE BIBLIOTECA, IMPERMEABILIZANTE, BARDA PERIMETRAL",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MILPA ALTA,PREESCOLAR,09DJN0985M,VILLA MILPA ALTA (PBLO),MILPA ALTA,,,,0.00%
ILIFE,CONTRATADO,JOSÉ MARIA MORELOS,PRIMARIA,09DPR2067J,VILLA MILPA ALTA (PBLO),MILPA ALTA,"PINTURA, IMPERMEABILIZANTE, INSTALACION HIDRAULICA",,EN LINEA,100.00%
ILIFE,CONTRATADO,"DIURNA NO 37 ""EMILIANO ZAPATA""",SECUNDARIA,09DES0037V,VILLA MILPA ALTA (PBLO),MILPA ALTA,"PINTURA, CUBIERTA, NUCLEO DE ESCALERAS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ALFONSO TEJA ZABRE,PRIMARIA,09DPR1892U,SANTA TERESA,LA MAGDALENA CONTRERAS,"DESMANTELAMIENTO DE TECHUMBRE EXISTENTE, TECHUMBRE.",,EN LINEA,100.00%
ILIFE,CONTRATADO,TIERRA UNIDA,PREESCOLAR,09DJN1432T,TIERRA UNIDA,LA MAGDALENA CONTRERAS,"PINTURA, REHABILITACION DE SANITARIOS, IMPERMEABILIZANTE, TECHUMBRE.",,EN LINEA,100.00%
ILIFE,CONTRATADO,DR. EDUARDO LICEAGA,PRIMARIA,09DPR5125D,TIERRA UNIDA,LA MAGDALENA CONTRERAS,"IMPERMEABILIZANTE, HERRERIA, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MEDICO BERNARDO SEPULVEDA GUTIERREZ,PRIMARIA,09DPR5127B,TIERRA UNIDA,LA MAGDALENA CONTRERAS,"PISO CERAMICO, REHABILITACION DE ESTRUCTURAS, CAMBIO DE VELARIA EN CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ARQUÍMEDES CABALLERO CABALLERO,SECUNDARIA,09DES0312J,TIERRA UNIDA,LA MAGDALENA CONTRERAS,"REHABILITACION DE INSTALACION ELECTRICA, PISO CERAMICO.",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PROFRA. LEONOR LEAÑOS NAVARRO,PRIMARIA,09DPR0021A,LOMAS DE SAN BERNABE,LA MAGDALENA CONTRERAS,"BARDA PERIMETRAL, TECHUMBRE, PINTURA",,PRESENCIAL,100.00%
